Judul,Harga_Rupiah,Provinsi,Kota,Kecamatan,Kamar_Tidur,Kamar_Mandi,Luas_Tanah_m2,Luas_Bangunan_m2,Daya_Listrik_Watt,Jumlah_Lantai,Tipe_Properti
For Sale Rumah 3 Kamar Lokasi Ideal Bagus dan Strategis di Balikpapan Selatan,1850000000,Kalimantan Timur,Balikpapan,Balikpapan Selatan,3,3,135.0,270.0,3300.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 4 KT di Balikpapan Utara Balikpapan SHM,1500000000,Kalimantan Timur,Balikpapan,Balikpapan Utara,4,2,202.0,120.0,3500.0,1.0,secondary
Rumah Modern 5 KT di Balikpapan Baru Balikpapan Unfurnished,2500000000,Kalimantan Timur,Balikpapan,,5,3,275.0,216.0,3300.0,2.0,secondary
"Rumah Strategis Modern Lb 160m2 di Balikpapan Tengah, Balikpapan",2300000000,Kalimantan Timur,Balikpapan,Balikpapan Tengah,3,2,198.0,160.0,5500.0,1.0,secondary
Rumah murah strategis pinggir jalan besar,1200000000,Kalimantan Timur,Balikpapan,Balikpapan Tengah,6,3,269.0,350.0,1300.0,3.0,secondary
"Dijual Hunian Rumah Nyaman 3 Kamar di Balikpapan Baru, Balikpapan",1750000000,Kalimantan Timur,Balikpapan,,3,2,200.0,130.0,2200.0,1.0,secondary
Rumah Luas Asri 4 KT Siap Huni di Balikpapan Utara Balikpapan,850000000,Kalimantan Timur,Balikpapan,,4,3,150.0,170.0,2200.0,1.0,secondary
Siap Huni Rumah Mewah 3 Kamar di Balikpapan Utara Dekat ke Mana Saja,3400000000,Kalimantan Timur,Balikpapan,Balikpapan Utara,3,3,265.0,200.0,3500.0,2.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Lengkap di Balikpapan Selatan, Balikpapan",5500000000,Kalimantan Timur,Balikpapan,Balikpapan Selatan,3,4,450.0,550.0,5500.0,1.0,secondary
"Dijual Rumah Elit Exclusive di Balikpapan Selatan, Balikpapan",6950000000,Kalimantan Timur,Balikpapan,Balikpapan Selatan,3,3,780.0,400.0,16500.0,1.0,secondary
Rumah Modern Minimalis 5 KT Siap Huni di Balikpapan Utara,1500000000,Kalimantan Timur,Balikpapan,Balikpapan Utara,5,4,180.0,220.0,2200.0,2.0,secondary
"Hunian Cantik Modern Lb 72m2 di Balikpapan Utara, Balikpapan",1400000000,Kalimantan Timur,Balikpapan,Balikpapan Utara,2,3,90.0,72.0,4400.0,2.0,secondary
"Dijual Rumah Mewah Exclusive di Balikpapan Selatan, Balikpapan",4500000000,Kalimantan Timur,Balikpapan,Balikpapan Selatan,3,3,200.0,200.0,3500.0,2.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Komplit di Balikpapan Selatan, Balikpapan",4500000000,Kalimantan Timur,Balikpapan,Balikpapan Selatan,4,3,430.0,353.0,4400.0,2.0,secondary
Dijual Rumah 3 Kamar Lokasi Strategis Bagus dan Strategis di Balikpapan Utara,2000000000,Kalimantan Timur,Balikpapan,Balikpapan Utara,3,3,165.0,200.0,2200.0,2.0,secondary
For Sale Rumah 5 Kamar Lokasi Ideal Nyaman dan Strategis di Balikpapan Utara,1500000000,Kalimantan Timur,Balikpapan,Balikpapan Utara,5,4,180.0,220.0,2200.0,2.0,secondary
Dijual Rumah Strategis Bagus Punya 2 KT di Balikpapan Selatan Balikpapan -,850000000,Kalimantan Timur,Balikpapan,Balikpapan Selatan,2,1,88.0,88.0,2200.0,1.0,secondary
Rumah Modern Cantik 2 KT Bisa Langsung Pindah di Balikpapan Selatan,1700000000,Kalimantan Timur,Balikpapan,Balikpapan Selatan,2,1,150.0,60.0,4400.0,1.0,secondary
For Sale Rumah 2 Kamar Lokasi Ideal Bagus dan Strategis di Balikpapan Utara,850000000,Kalimantan Timur,Balikpapan,Balikpapan Utara,2,2,104.0,86.0,1300.0,2.0,secondary
"Hunian Cantik Minimalis Lb 117m2 di Balikpapan Utara, Balikpapan",2100000000,Kalimantan Timur,Balikpapan,Balikpapan Utara,3,3,128.0,117.0,2200.0,2.0,secondary
"Rumah Mewah Siap Huni LT 674m2 di Balikpapan Selatan, Balikpapan",4500000000,Kalimantan Timur,Balikpapan,Balikpapan Selatan,5,5,674.0,200.0,4400.0,2.0,secondary
Rumah Modern Cantik 3 KT Siap Huni di Balikpapan Selatan,1650000000,Kalimantan Timur,Balikpapan,Balikpapan Selatan,3,1,220.0,73.0,2200.0,1.0,secondary
Hunian Strategis 2 KT LB 36m2 Kondisi Bagus di Tanjung Siapiapi,166000000,Sumatera Selatan,Palembang,,2,1,91.0,36.0,1300.0,1.0,secondary
"Dijual Hunian Rumah Terawat 3 KT di Sukarame, Palembang",1100000000,Sumatera Selatan,Palembang,,3,2,111.0,63.0,2200.0,2.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Lengkap di Ilir Timur II, Palembang",6500000010,Sumatera Selatan,Palembang,Ilir Timur Ii,5,4,2000.0,210.0,2200.0,1.0,secondary
Dijual Rumah Strategis Bagus Punya 3 KT di Seberang Ulu II Palembang SHM,2200000000,Sumatera Selatan,Palembang,Seberang Ulu Ii,3,1,351.0,120.0,2200.0,1.0,secondary
Rumah Sederhana Dijual di Sako 2 Kamar dengan Luas Tanah 154m2,400000000,Sumatera Selatan,Palembang,Sako,2,2,154.0,88.0,1300.0,1.0,secondary
Dijual Rumah Strategis Bagus Punya 3 KT di Kalidoni Palembang SHM,1850000000,Sumatera Selatan,Palembang,Kalidoni,3,2,240.0,90.0,1300.0,1.0,secondary
"Jual Rumah Bagus Siap Huni LB 350m2 di Ilir Barat I, Palembang",1899000000,Sumatera Selatan,Palembang,Ilir Barat I,3,3,266.0,350.0,1300.0,2.0,secondary
For Sale Rumah 4 Kamar Lokasi Ideal Nyaman dan Strategis di Alang Alang Lebar,1500000000,Sumatera Selatan,Palembang,Alang Alang Lebar,4,3,270.0,230.0,2200.0,0.0,secondary
Jual Rumah Minimalis Bagus Punya 2 KT di Alang Alang Lebar Palembang SHM,800000000,Sumatera Selatan,Palembang,Alang Alang Lebar,2,1,179.0,80.0,1300.0,0.0,secondary
Dijual Rumah 3 Kamar Lokasi Ideal Bagus dan Strategis di Ilir Timur II,1600000000,Sumatera Selatan,Palembang,Ilir Timur Ii,3,2,145.0,180.0,2200.0,0.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Komplit di Ilir Timur I, Palembang",3000000000,Sumatera Selatan,Palembang,Ilir Timur I,6,4,872.0,365.0,2200.0,0.0,secondary
"Dijual Rumah Mewah Exclusive di Kalidoni, Palembang",4000000000,Sumatera Selatan,Palembang,Kalidoni,4,3,290.0,264.0,4400.0,0.0,secondary
For Sale Rumah 3 Kamar Lokasi Ideal Bagus dan Strategis di Kemuning,2500000000,Sumatera Selatan,Palembang,Kemuning,3,3,148.0,165.0,4400.0,0.0,secondary
Rumah Modern Cantik 5 KT Bisa Langsung Pindah di Ilir Barat I,1900000000,Sumatera Selatan,Palembang,Ilir Barat I,5,4,225.0,203.0,2200.0,0.0,secondary
Jual Rumah Strategis Bagus Punya 3 KT di Bukit Kecil Palembang SHM,1800000000,Sumatera Selatan,Palembang,Bukit Kecil,3,2,222.0,200.0,1300.0,1.0,secondary
Dijual Rumah Strategis Bagus Punya 3 KT di Sako Palembang SHM,600000000,Sumatera Selatan,Palembang,Sako,3,2,72.0,90.0,1300.0,1.0,secondary
Dijual Rumah Minimalis Bagus Punya 3 KT di Sako Palembang SHM,650000000,Sumatera Selatan,Palembang,Sako,3,1,148.0,71.0,1300.0,1.0,secondary
Dijual Rumah 2 Kamar Lokasi Strategis Bagus dan Strategis di Sako,530000000,Sumatera Selatan,Palembang,Sako,2,2,109.0,60.0,1300.0,1.0,secondary
Hunian Nyaman Asri 3 KT Siap Huni di Sukarame Palembang,1000000000,Sumatera Selatan,Palembang,,3,2,217.0,150.0,1300.0,1.0,secondary
"Hunian Cantik Modern Lb 180m2 di Ilir Timur II, Palembang",1281250000,Sumatera Selatan,Palembang,Ilir Timur Ii,9,3,238.0,180.0,2200.0,1.0,secondary
Rumah Modern 2 KT di Sukarame Palembang,1400000000,Sumatera Selatan,Palembang,,2,2,164.0,120.0,1300.0,1.0,secondary
Siap Huni Rumah Mewah 3 Kamar di Kalidoni Dekat ke Mana Saja,7000000000,Sumatera Selatan,Palembang,Kalidoni,3,2,2000.0,160.0,900.0,0.0,secondary
Dijual Rumah 4 Kamar Lokasi Ideal Nyaman dan Strategis di Ilir Timur II,2000000000,Sumatera Selatan,Palembang,Ilir Timur Ii,4,4,120.0,200.0,2200.0,0.0,secondary
"Rumah Modern LB/LT 96m2/130m2 Siap Huni di Sukarame, Palembang",450000000,Sumatera Selatan,Palembang,,3,2,130.0,96.0,2200.0,0.0,secondary
Hunian Strategis 2 KT LB 51m2 Kondisi Bagus di Sukarame,390000000,Sumatera Selatan,Palembang,,2,1,112.0,51.0,1300.0,0.0,secondary
"For Sale Rumah Elit Exclusive di Ilir Timur II, Palembang",3800000000,Sumatera Selatan,Palembang,Ilir Timur Ii,4,4,114.0,270.0,3500.0,3.0,secondary
"Rumah Terjangkau Dijual Area Sematang Borang, Palembang Harga Rp 300 Juta",300000000,Sumatera Selatan,Palembang,Sematang Borang,2,1,84.0,45.0,1300.0,1.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 57m2 di Alang Alang Lebar, Palembang",720000000,Sumatera Selatan,Palembang,Alang Alang Lebar,2,1,70.0,57.0,2200.0,2.0,secondary
Rumah Modern Cantik 3 KT Siap Huni di Sako,880000000,Sumatera Selatan,Palembang,Sako,3,2,152.0,90.0,2200.0,1.0,secondary
"Hunian Cantik Minimalis Lb 200m2 di Ilir Barat I, Palembang",1500000000,Sumatera Selatan,Palembang,Ilir Barat I,5,2,108.0,200.0,2200.0,1.0,secondary
"Jual Rumah Favorit Siap Huni LB 200m2 di Sako, Palembang",750000000,Sumatera Selatan,Palembang,Sako,3,2,149.0,200.0,3500.0,0.0,secondary
Rumah Minimalis 3 KT LT 150m2 di Sukarame,920000000,Sumatera Selatan,Palembang,,3,2,150.0,110.0,2200.0,0.0,secondary
"For Sale Hunian Rumah Terawat 5 Kamar di Sukarame, Palembang",1000000000,Sumatera Selatan,Palembang,,5,2,119.0,200.0,3500.0,0.0,secondary
Rumah Modern Minimalis 2 Kamar Siap Huni di Alang Alang Lebar,700000000,Sumatera Selatan,Palembang,Alang Alang Lebar,2,1,90.0,47.0,1300.0,0.0,secondary
Jual Rumah Strategis Bagus Punya 3 KT di Ilir Timur I Palembang SHM,1000000000,Sumatera Selatan,Palembang,Ilir Timur I,3,2,110.0,200.0,2200.0,3.0,secondary
Jual rumah murah tengah kota Palembang,1300000000,Sumatera Selatan,Palembang,Ilir Timur I,2,2,105.0,160.0,2200.0,2.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 58m2 di Sukarami, Palembang",600000000,Sumatera Selatan,Palembang,Sukarami,2,2,87.0,58.0,1300.0,1.0,secondary
FOR SALE,4500000000,Sumatera Selatan,Palembang,Ilir Barat I,3,3,340.0,450.0,5000.0,2.0,secondary
FOR SALE,4500000000,Sumatera Selatan,Palembang,Ilir Barat I,3,3,340.0,450.0,5000.0,2.0,secondary
"Rumah Strategis Modern Lb 135m2 di Alang Alang Lebar, Palembang",2200000000,Sumatera Selatan,Palembang,Alang Alang Lebar,4,4,170.0,135.0,4400.0,2.0,secondary
"Hot Offer Hunian Premium Ideal dan Luas di Ilir Barat I, Palembang",5500000000,Sumatera Selatan,Palembang,Ilir Barat I,7,3,511.0,650.0,4400.0,2.0,secondary
"Rumah Eksklusif Siap Huni LT 1358m2 di Ilir Barat II, Palembang",14900000000,Sumatera Selatan,Palembang,Ilir Barat Ii,8,3,1358.0,818.0,4400.0,1.0,secondary
Dijual Rumah Murah di Sako Palembang Harga Rp 300 Juta LT 87m2,300000000,Sumatera Selatan,Palembang,Sako,2,1,87.0,54.0,1300.0,1.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Lengkap di Ilir Barat I, Palembang",5000000000,Sumatera Selatan,Palembang,Ilir Barat I,7,4,1200.0,1000.0,2200.0,1.0,secondary
"Rumah Strategis Modern Lb 70m2 di Jakabaring, Palembang",750000000,Sumatera Selatan,Palembang,Jakabaring,2,1,105.0,70.0,1300.0,1.0,secondary
"Dijual Cepat Rumah Favorit Siap Huni LB 68m2 di Sukarami, Palembang",700000000,Sumatera Selatan,Palembang,Sukarami,2,2,87.0,68.0,1300.0,1.0,secondary
"Jual Rumah Bagus Siap Huni LB 161m2 di Ilir Barat I, Palembang",2500000000,Sumatera Selatan,Palembang,Ilir Barat I,3,3,256.0,161.0,3300.0,2.0,secondary
"Rumah Mewah Siap Huni LT 372m2 di Ilir Barat I, Palembang",6500000000,Sumatera Selatan,Palembang,Ilir Barat I,6,6,372.0,328.0,3500.0,2.0,secondary
Dijual Rumah 3 Kamar Lokasi Ideal Nyaman dan Strategis di Kalidoni,830000000,Sumatera Selatan,Palembang,Kalidoni,3,2,105.0,65.0,1300.0,1.0,secondary
"Jual Rumah Bagus Siap Huni LB 85m2 di Jakabaring, Palembang",950000000,Sumatera Selatan,Palembang,Jakabaring,2,1,120.0,85.0,2200.0,1.0,secondary
"Hunian Cantik Modern Lb 305m2 di Ilir Timur II, Palembang",1100000000,Sumatera Selatan,Palembang,Ilir Timur Ii,5,3,378.0,305.0,2200.0,1.0,secondary
"Dijual Cepat Rumah Favorit Siap Huni LB 314m2 di Seberang Ulu I, Palembang",850000000,Sumatera Selatan,Palembang,Seberang Ulu I,4,2,350.0,314.0,1300.0,1.0,secondary
Rumah Modern Minimalis 4 KT Siap Huni di Kemuning,1600000000,Sumatera Selatan,Palembang,Kemuning,4,2,263.0,180.0,1300.0,1.0,secondary
"For Sale Rumah Elit Exclusive di Ilir Barat I, Palembang",3720000000,Sumatera Selatan,Palembang,Ilir Barat I,4,4,127.0,218.0,3500.0,3.0,secondary
Rumah Minimalis 5 KT LT 180m2 di Sukarame,1100000000,Sumatera Selatan,Palembang,,5,1,180.0,180.0,1300.0,2.0,secondary
For Sale Rumah 4 Kamar Lokasi Ideal Nyaman dan Strategis di Makassar,1700000000,Sulawesi Selatan,Makassar,Makassar,4,3,172.0,150.0,2200.0,2.0,secondary
Rumah Idaman 2 KT Harga Terjangkau di Barombong Makassar,392000000,Sulawesi Selatan,Makassar,,2,1,65.0,36.0,1300.0,1.0,secondary
"Jual Rumah Favorit Siap Huni LB 131m2 di Makassar, Makassar",2000000000,Sulawesi Selatan,Makassar,Makassar,4,3,126.0,131.0,2200.0,2.0,secondary
Siap Huni Hunian Elit 5 Kamar di Makassar Dekat ke Mana Saja,5310000000,Sulawesi Selatan,Makassar,Makassar,5,6,240.0,230.0,3300.0,2.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Lengkap di Makassar, Makassar",5530000000,Sulawesi Selatan,Makassar,Makassar,4,4,335.0,200.0,2200.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Bagus dan Strategis di Makassar,575000000,Sulawesi Selatan,Makassar,Makassar,3,2,91.0,50.0,1300.0,0.0,secondary
Dijual Rumah Strategis Bagus Punya 3 KT di Makassar Makassar SHM,2450000000,Sulawesi Selatan,Makassar,Makassar,3,2,119.0,90.0,3500.0,2.0,secondary
"Jual Rumah Mewah Elegan Dengan View Cantik di Paropo, Makassar",15000000000,Sulawesi Selatan,Makassar,,12,10,600.0,1500.0,23000.0,3.0,secondary
"Jual Rumah Modern 2 KT di Barombong, Makassar",753000000,Sulawesi Selatan,Makassar,,2,1,144.0,40.0,1300.0,1.0,secondary
Rumah Minimalis 3 KT di Tamangapa Makassar Unfurnished,998000000,Sulawesi Selatan,Makassar,,3,3,60.0,68.0,2200.0,1.0,secondary
Rumah Minimalis 3 KT LT 55m2 di Hertasning,826000000,Sulawesi Selatan,Makassar,,3,2,55.0,50.0,1300.0,2.0,secondary
Rumah Murah LT 75m2 di Sudiang Lingkungan Asri,437000000,Sulawesi Selatan,Makassar,,2,1,75.0,50.0,1300.0,1.0,secondary
Rumah Minimalis 2 KT di Daya Makassar Full Furnished,850000000,Sulawesi Selatan,Makassar,,2,1,96.0,55.0,2200.0,1.0,secondary
Rumah Modern 3 KT LT 80m2 di Tamalanrea Indah,890000000,Sulawesi Selatan,Makassar,,3,3,80.0,72.0,1300.0,2.0,secondary
"Jual Rumah Modern 3 KT di Todopuli, Makassar",750000000,Sulawesi Selatan,Makassar,,3,3,100.0,84.0,1300.0,2.0,secondary
"Hunian Cantik Minimalis Lb 70m2 di Makassar, Makassar",900000000,Sulawesi Selatan,Makassar,Makassar,4,3,86.0,70.0,1300.0,2.0,secondary
Dijual Rumah Strategis Bagus Punya 3 KT di Makassar Makassar SHM,2000000000,Sulawesi Selatan,Makassar,Makassar,3,3,140.0,105.0,1300.0,2.0,secondary
Jual Rumah Murah di Makassar Makassar Harga Rp 400 Juta LT 84m2,400000000,Sulawesi Selatan,Makassar,Makassar,2,1,84.0,45.0,1300.0,1.0,secondary
"Hunian Mewah Siap Huni LT 360m2 di Makassar, Makassar",7300000000,Sulawesi Selatan,Makassar,Makassar,4,5,360.0,289.0,2200.0,2.0,secondary
Rumah Luas Asri 5 KT Siap Huni di Hertasning Makassar,2200000000,Sulawesi Selatan,Makassar,,5,4,120.0,190.0,2200.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 3 KT di Tamalanrea Makassar SHM,721000000,Sulawesi Selatan,Makassar,Tamalanrea,3,3,60.0,66.0,1300.0,2.0,secondary
Rumah Nyaman 2 KT LB 50m2 Kondisi Bagus di Sudiang,469000000,Sulawesi Selatan,Makassar,,2,1,72.0,50.0,1300.0,2.0,secondary
"For Sale Hunian Rumah Nyaman 3 KT di Antang, Makassar",685000000,Sulawesi Selatan,Makassar,,3,2,90.0,60.0,1300.0,2.0,secondary
Rumah Minimalis 2 KT di Tamangapa Makassar Unfurnished,560000000,Sulawesi Selatan,Makassar,,2,1,72.0,45.0,1300.0,1.0,secondary
Rumah Nyaman 2 KT LB 36m2 Kondisi Bagus di Maros,385000000,Sulawesi Selatan,Makassar,,2,1,78.0,36.0,1300.0,1.0,secondary
Rumah Minimalis 4 KT di Alauddin Makassar Unfurnished,1150000000,Sulawesi Selatan,Makassar,,4,3,79.0,88.0,2200.0,2.0,secondary
"Hunian Mewah LB 171m2 Siap Pakai Desain Elegan di Untia, Makassar",3210000000,Sulawesi Selatan,Makassar,,4,3,144.0,171.0,3300.0,2.0,secondary
"Hunian Cantik Modern Lb 68m2 di Tamalanrea, Makassar",870000000,Sulawesi Selatan,Makassar,Tamalanrea,3,2,80.0,68.0,1300.0,2.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 80m2 di Makassar, Makassar",850000000,Sulawesi Selatan,Makassar,Makassar,3,3,90.0,80.0,1300.0,2.0,secondary
Rumah Murah LT 72m2 di Sudiang Akses Mudah,437000000,Sulawesi Selatan,Makassar,,2,1,72.0,45.0,1300.0,1.0,secondary
Hunian Nyaman Asri 3 KT Siap Huni di Antang Makassar,899000000,Sulawesi Selatan,Makassar,,3,3,78.0,72.0,1300.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Ideal Nyaman dan Strategis di Tamalanrea,1700000000,Sulawesi Selatan,Makassar,Tamalanrea,3,4,90.0,70.0,2200.0,2.0,secondary
Hunian Nyaman 2 KT Hemat Budget di Sudiang Makassar,450000000,Sulawesi Selatan,Makassar,,2,1,84.0,40.0,1300.0,1.0,secondary
"Dijual Rumah Eksklusif 2 KT di Sudiang, Makassar",600000000,Sulawesi Selatan,Makassar,,2,1,78.0,58.0,1300.0,1.0,secondary
Hunian Nyaman Asri 2 KT Siap Huni di Sudiang Makassar,715000000,Sulawesi Selatan,Makassar,,2,1,66.0,48.0,1300.0,2.0,secondary
"Dijual Rumah Modern 4 KT di Hertasning, Makassar",1610000000,Sulawesi Selatan,Makassar,,4,3,105.0,117.0,2200.0,2.0,secondary
Dijual Rumah Strategis Bagus Punya 4 KT di Tamalanrea Makassar -,855000000,Sulawesi Selatan,Makassar,Tamalanrea,4,2,84.0,73.0,2200.0,2.0,secondary
Rumah Modern Minimalis 4 KT Bisa Langsung Pindah di Rappocini,2300000000,Sulawesi Selatan,Makassar,Rappocini,4,4,150.0,195.0,2200.0,2.0,secondary
"Hunian Cantik Modern Lb 96m2 di Biring Kanaya, Makassar",1540000000,Sulawesi Selatan,Makassar,Biring Kanaya,4,2,84.0,96.0,2200.0,2.0,secondary
"Jual Rumah Bagus Siap Huni LB 155m2 di Panakkukang, Makassar",1700000000,Sulawesi Selatan,Makassar,Panakkukang,4,3,105.0,155.0,2200.0,2.0,secondary
"Jual Rumah Modern 3 KT di Hertasning, Makassar",1170000000,Sulawesi Selatan,Makassar,,3,3,78.0,81.0,2200.0,2.0,secondary
Dijual Rumah 2 Kamar Lokasi Strategis Bagus dan Strategis di Tamalanrea,777000000,Sulawesi Selatan,Makassar,Tamalanrea,2,1,60.0,36.0,2200.0,1.0,secondary
Siap Huni Hunian Elit 4 Kamar di Biring Kanaya Dekat ke Mana Pun,3220000000,Sulawesi Selatan,Makassar,Biring Kanaya,4,4,144.0,171.0,2200.0,2.0,secondary
Rumah Minimalis 5 KT di Hertasning Makassar Unfurnished,2400000000,Sulawesi Selatan,Makassar,,5,4,120.0,190.0,2200.0,2.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Komplit di Tamalanrea, Makassar",3690000000,Sulawesi Selatan,Makassar,Tamalanrea,5,5,180.0,203.0,2200.0,2.0,secondary
"Jual Rumah Eksklusif 3 KT di Hertasning, Makassar",979000000,Sulawesi Selatan,Makassar,,3,2,65.0,67.0,1300.0,2.0,secondary
Hunian Nyaman Asri 2 KT Siap Huni di Hertasning Makassar,550000000,Sulawesi Selatan,Makassar,,2,1,78.0,40.0,1300.0,1.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Tanjung Bunga, Makassar",3000000000,Sulawesi Selatan,Makassar,,4,3,140.0,154.0,3300.0,2.0,secondary
"Hunian Eksklusif Dijual LT 144m2 di Makassar, Makassar",2700000000,Sulawesi Selatan,Makassar,Makassar,4,4,144.0,171.0,2200.0,2.0,secondary
Siap Huni Hunian Elit 4 Kamar di Makassar Dekat ke Mana Pun,2700000000,Sulawesi Selatan,Makassar,Makassar,4,4,144.0,171.0,2200.0,2.0,secondary
Rumah Modern Cantik 3 KT Bisa Langsung Pindah di Makassar,865000000,Sulawesi Selatan,Makassar,Makassar,3,2,80.0,72.0,2200.0,1.0,secondary
Rumah Minimalis 4 KT LT 150m2 di Borong,1400000000,Sulawesi Selatan,Makassar,,4,3,150.0,300.0,4400.0,2.0,secondary
"Jual Rumah Bagus Siap Huni LB 99m2 di Manggala, Makassar",1400000000,Sulawesi Selatan,Makassar,Manggala,6,3,110.0,99.0,6600.0,3.0,secondary
"Jual Rumah Favorit Siap Huni LB 59m2 di Tamalanrea, Makassar",1100000000,Sulawesi Selatan,Makassar,Tamalanrea,2,2,105.0,59.0,1300.0,0.0,secondary
Rumah Modern Minimalis 3 KT Bisa Langsung Pindah di Tamalanrea,1877000000,Sulawesi Selatan,Makassar,Tamalanrea,3,2,90.0,115.0,2200.0,0.0,secondary
Rumah Minimalis 3 Kamar LT 105m2 di Tamalanrea Indah,2452000000,Sulawesi Selatan,Makassar,,3,3,105.0,154.0,2200.0,0.0,secondary
For Sale Rumah 3 Kamar Lokasi Ideal Nyaman dan Strategis di Tamalanrea,1586000000,Sulawesi Selatan,Makassar,Tamalanrea,3,3,75.0,91.0,2200.0,0.0,secondary
"Jual Rumah Eksklusif 3 KT di Paccerakang, Makassar",1000000000,Sulawesi Selatan,Makassar,,3,3,78.0,85.0,1300.0,2.0,secondary
Hunian Strategis 2 KT LB 31m2 Kondisi Bagus di Paccerakang,475000000,Sulawesi Selatan,Makassar,,2,1,60.0,31.0,1300.0,1.0,secondary
"Jual Rumah Modern 2 KT di Hertasning, Makassar",790000000,Sulawesi Selatan,Makassar,,2,3,53.0,60.0,1300.0,2.0,secondary
Dijual Rumah Strategis Bagus Punya 3 KT di Rappocini Makassar SHM,520000000,Sulawesi Selatan,Makassar,Rappocini,3,3,75.0,75.0,1300.0,3.0,secondary
"Dijual Rumah Modern 3 KT di Parang Tambung, Makassar",1300000000,Sulawesi Selatan,Makassar,,3,2,270.0,200.0,2200.0,1.0,secondary
"Hunian Cantik Minimalis Lb 58m2 di Serpong, Tangerang Selatan",1000000000,Banten,Tangerang Selatan,Serpong,2,2,84.0,58.0,2200.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Nyaman dan Strategis di Pamulang,980000000,Banten,Tangerang Selatan,Pamulang,3,2,67.0,60.0,2200.0,2.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 80m2 di Pamulang, Tangerang Selatan",1100000000,Banten,Tangerang Selatan,Pamulang,3,3,60.0,80.0,2200.0,2.0,secondary
Rumah Modern Cantik 3 KT Siap Huni di Pamulang,1020000000,Banten,Tangerang Selatan,Pamulang,3,2,60.0,67.0,2200.0,2.0,secondary
"Dijual Rumah Mewah Exclusive di Tangerang, Tangerang",24000000000,Banten,Tangerang,Tangerang,5,5,495.0,565.0,19000.0,3.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Gading Serpong, Tangerang",5500000000,Banten,Tangerang,,5,5,250.0,286.0,5500.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di BSD, Tangerang",3100000000,Banten,Tangerang,,3,3,200.0,165.0,3300.0,2.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di BSD City, Tangerang",27500000000,Banten,Tangerang,,5,4,801.0,1046.0,7700.0,3.0,secondary
"Hunian Cantik Minimalis Lb 110m2 di BSD, Tangerang Selatan",1550000000,Banten,Tangerang Selatan,BSD,4,3,98.0,110.0,2200.0,2.0,secondary
"Hunian Mewah LB 400m2 Siap Huni Desain Elegan di BSD Neo Catalonia, Tangerang",4500000000,Banten,Tangerang,,5,4,300.0,400.0,5500.0,2.0,secondary
Rumah Modern 5 KT LT 375m2 di Kreo,2500000000,Banten,Tangerang,,5,2,375.0,160.0,2200.0,1.0,secondary
Jual Rumah Strategis Bagus Punya 2 KT di BSD Tangerang Selatan SHM,1300000000,Banten,Tangerang Selatan,BSD,2,1,72.0,70.0,2200.0,1.0,secondary
Rumah Modern Cantik 2 Kamar Siap Huni di Ciputat,1400000000,Banten,Tangerang Selatan,Ciputat,2,2,112.0,70.0,2200.0,1.0,secondary
Rumah Minimalis 3 KT di BSD Tangerang Unfurnished,1700000000,Banten,Tangerang,,3,2,120.0,110.0,2200.0,1.0,secondary
Dijual Rumah 2 Kamar Lokasi Ideal Bagus dan Strategis di Cisauk,850000000,Banten,Tangerang,Cisauk,2,1,84.0,65.0,1300.0,1.0,secondary
Dijual Rumah 2 Kamar Lokasi Ideal Bagus dan Strategis di Serpong Utara,1400000000,Banten,Tangerang Selatan,Serpong Utara,2,1,90.0,50.0,2200.0,1.0,secondary
"Dijual Hunian Rumah Nyaman 3 KT di BSD Griya Loka, Tangerang",1600000000,Banten,Tangerang,,3,2,112.0,98.0,2200.0,0.0,secondary
"Hunian Cantik Minimalis Lb 90m2 di Cipondoh, Tangerang",2100000000,Banten,Tangerang,Cipondoh,3,2,111.0,90.0,2200.0,2.0,secondary
Rumah Minimalis 2 KT di Jombang Tangerang Unfurnished,2100000000,Banten,Tangerang,,2,2,240.0,120.0,2200.0,0.0,secondary
Ready to Use! Luxury House LT 91m2 Desain Elegan di Bintaro,2600000000,Banten,Tangerang Selatan,,3,3,91.0,150.0,5500.0,2.0,secondary
